"nationality","response","year"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Finland","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
"Moldova","non-atheist","2005"
