"city","type","bed","bath","garage","sqft","pool","price"
"Long Beach","SFR",4,3,"2",2301,"N",769900
"Long Beach","SFR",4,3,"2",2301,"N",950000
"Long Beach","SFR",4,3,"2",2325,"N",1095000
"Long Beach","SFR",4,3,"2",2335,"N",550000
"Long Beach","SFR",4,3,"2",2376,"N",799000
"Long Beach","SFR",4,3,"2",2400,"N",359900
"Long Beach","SFR",4,3,"2",2512,"N",1325000
"Long Beach","SFR",4,3,"2",2597,"N",1595000
"Long Beach","SFR",4,3,"2",2602,"N",1995000
"Long Beach","SFR",4,3,"2",2628,"N",699000
"Long Beach","SFR",4,3,"2",2712,"N",2350000
"Long Beach","SFR",4,3,"2",2807,"N",739990
"Long Beach","SFR",4,3,"2",2807,"N",779000
"Long Beach","SFR",4,3,"2",2882,"N",895000
"Long Beach","SFR",4,3,"2",2900,"N",599000
"Long Beach","SFR",4,3,"2",3100,"N",925000
"Long Beach","SFR",4,3,"2",3125,"N",1625000
"Long Beach","SFR",4,3,"2",3175,"N",1479000
"Long Beach","SFR",4,3,"2",3388,"N",705000
"Long Beach","SFR",4,3,"3",1954,"N",599000
"Long Beach","SFR",4,3,"3",2773,"N",1195000
"Long Beach","SFR",4,3,"3",2815,"N",989000
"Long Beach","SFR",4,3,"3",2850,"N",1195000
"Long Beach","SFR",4,3,"3",2878,"N",899500
"Long Beach","SFR",4,3,"3",2878,"N",1195000
"Long Beach","SFR",4,3,"3",3412,"N",1195000
"Long Beach","SFR",4,3,"4+",2954,"N",998000
"Long Beach","SFR",4,4,"1",3900,"N",1750000
"Long Beach","SFR",4,4,"2",2236,"N",680000
"Long Beach","SFR",4,4,"2",2301,"N",819000
"Long Beach","SFR",4,4,"2",2543,"N",1395000
"Long Beach","SFR",4,4,"2",2762,"N",1275000
"Long Beach","SFR",4,4,"2",2883,"N",564000
"Long Beach","SFR",4,4,"2",2892,"N",899900
"Long Beach","SFR",4,4,"2",2948,"N",1149000
"Long Beach","SFR",4,4,"2",2950,"N",1149000
"Long Beach","SFR",4,4,"2",3121,"N",799900
"Long Beach","SFR",4,4,"2",3275,"N",1575000
"Long Beach","SFR",4,4,"2",3400,"N",1599000
"Long Beach","SFR",4,4,"2",3411,"N",2350000
"Long Beach","SFR",4,4,"2",3554,"N",849000
"Long Beach","SFR",4,4,"2",3679,"N",1299000
"Long Beach","SFR",4,4,"2",4000,"N",1650000
"Long Beach","SFR",4,4,"2",4100,"N",4995000
"Long Beach","SFR",4,4,"3",3076,"N",1395000
"Long Beach","SFR",4,4,"3",3526,"N",2345000
"Long Beach","SFR",4,4,"3",3982,"Y",1549000
"Long Beach","SFR",4,4,"4+",3590,"N",1325000
"Long Beach","SFR",4,5,"2",1818,"N",380000
"Long Beach","SFR",4,5,"2",3345,"N",1450000
"Long Beach","SFR",4,5,"3",4852,"N",1599000
"Long Beach","SFR",4,7,"2",6829,"Y",2100000
"Long Beach","SFR",5,2,"2",1074,"N",294900
"Long Beach","SFR",5,3,"0",2554,"N",460000
"Long Beach","SFR",5,3,"2",2008,"N",3e+05
"Long Beach","SFR",5,3,"2",2230,"N",625000
"Long Beach","SFR",5,3,"2",2404,"N",1179000
"Long Beach","SFR",5,3,"2",2632,"N",699900
"Long Beach","SFR",5,3,"2",2652,"N",679000
"Long Beach","SFR",5,3,"2",2671,"N",949000
"Long Beach","SFR",5,3,"2",2907,"N",460000
"Long Beach","SFR",5,4,"2",2073,"N",489000
"Long Beach","SFR",5,4,"2",2198,"N",599000
"Long Beach","SFR",5,4,"2",2854,"N",649000
"Long Beach","SFR",5,4,"2",3234,"N",625000
"Long Beach","SFR",5,4,"2",3260,"Y",849900
"Long Beach","SFR",5,4,"2",3688,"N",1395000
"Long Beach","SFR",5,4,"2",4220,"Y",1295000
"Long Beach","SFR",5,4,"3",3295,"N",899000
"Long Beach","SFR",5,4,"3",3391,"N",1145000
"Long Beach","SFR",5,5,"2",3350,"N",1250000
"Long Beach","SFR",5,5,"2",4302,"N",1750000
"Long Beach","SFR",5,5,"2",4400,"Y",1849000
"Long Beach","SFR",5,5,"3",4020,"N",2995500
"Long Beach","SFR",5,5,"3",5070,"N",6200000
"Long Beach","SFR",5,5,"3",5135,"N",4200000
"Long Beach","SFR",5,6,"2",4100,"N",1839000
"Long Beach","SFR",5,6,"3",3468,"N",899950
"Long Beach","SFR",5,6,"3",4436,"N",1900000
"Long Beach","SFR",5,9,"0",7500,"N",2995000
"Long Beach","SFR",6,3,"2",2840,"N",699900
"Long Beach","SFR",6,4,"0",1753,"N",399000
"Long Beach","SFR",6,4,"0",3906,"N",1100000
"Long Beach","SFR",6,4,"1",2509,"N",679000
"Long Beach","SFR",6,4,"3",3725,"N",1390000
"Long Beach","SFR",6,6,"0",6200,"N",2875000
"Long Beach","SFR",6,6,"2",5028,"N",1750000
"Long Beach","SFR",7,5,"2",3675,"N",633000
"Long Beach","SFR",7,5,"3",3362,"N",750000
"Beverly Hills","Condo/Twh",2,2.5,"0",1500,"N",1350000
"Beverly Hills","Condo/Twh",2,2.5,"0",1617,"N",1230000
"Beverly Hills","Condo/Twh",2,2.5,"0",1910,"N",1275000
"Beverly Hills","Condo/Twh",2,2.5,"0",1961,"N",1295000
"Beverly Hills","Condo/Twh",2,2.5,"0",2512,"N",1750000
"Beverly Hills","Condo/Twh",2,2.5,"0",2526,"N",1500000
"Beverly Hills","Condo/Twh",2,2.5,"0",2662,"N",1695000
"Beverly Hills","Condo/Twh",2,2.5,"0",2759,"N",2195000
"Beverly Hills","Condo/Twh",2,3,"0",1856,"N",1999000
"Beverly Hills","Condo/Twh",2,3,"0",2210,"N",1299999
"Beverly Hills","Condo/Twh",2,3,"0",2283,"N",1395000
"Beverly Hills","Condo/Twh",2,3,"3",1857,"N",1350000
"Beverly Hills","Condo/Twh",3,2.5,"0",0,"N",1250000
"Beverly Hills","Condo/Twh",3,2.5,"0",2265,"N",1500000
"Beverly Hills","Condo/Twh",3,2.5,"0",2265,"N",1650000
"Beverly Hills","Condo/Twh",3,2.5,"0",2285,"N",1500000
"Beverly Hills","Condo/Twh",3,2.5,"0",2659,"N",1875000
"Beverly Hills","Condo/Twh",3,2.5,"0",NA,"N",NA
"Beverly Hills","Condo/Twh",3,3,"0",2028,"N",1395000
"Beverly Hills","Condo/Twh",3,3,"0",2058,"N",1250000
"Beverly Hills","Condo/Twh",3,3,"0",2593,"N",1395000
"Beverly Hills","Condo/Twh",3,3,"3",2120,"N",1285000
"Beverly Hills","Condo/Twh",3,3,"3",2236,"N",1185000
"Beverly Hills","Condo/Twh",3,3.5,"0",2314,"N",2295000
"Beverly Hills","Condo/Twh",3,3.5,"0",3014,"Y",6150000
"Beverly Hills","Condo/Twh",3,3.5,"0",3233,"N",1949000
"Beverly Hills","Condo/Twh",3,3.5,"0",3314,"N",2595000
"Beverly Hills","Condo/Twh",3,3.5,"0",3411,"N",2290000
"Beverly Hills","Condo/Twh",3,3.5,"0",3411,"N",2490000
"Beverly Hills","Condo/Twh",3,3.5,"0",3411,"N",4995000
"Beverly Hills","Condo/Twh",3,3.5,"0",3865,"Y",8850000
"Beverly Hills","Condo/Twh",4,3.5,"0",2083,"N",1190000
"Beverly Hills","Condo/Twh",4,3.5,"0",3387,"N",1990000
"Beverly Hills","Condo/Twh",4,4,"0",3039,"N",1395000
"Beverly Hills","Condo/Twh",4,4.5,"0",3200,"N",3995000
"Beverly Hills","Condo/Twh",4,4.5,"0",4695,"Y",11650000
"Beverly Hills","Land",0,0,"0",0,"N",1495000
"Beverly Hills","Land",0,0,"0",0,"N",1500000
"Beverly Hills","Land",0,0,"0",0,"N",2e+06
"Beverly Hills","Land",0,0,"0",0,"N",2950000
"Beverly Hills","Land",0,0,"0",0,"N",2995000
"Beverly Hills","Land",0,0,"0",0,"N",2999000
"Beverly Hills","Land",0,0,"0",0,"N",3e+06
"Beverly Hills","Land",0,0,"0",0,"N",3250000
"Beverly Hills","Land",0,0,"0",0,"N",3995000
"Beverly Hills","Land",0,0,"0",0,"N",7500000
"Beverly Hills","Land",0,0,"0",0,"N",7995000
"Beverly Hills","SFR",2,1,"0",1345,"N",1595000
"Beverly Hills","SFR",2,2,"0",0,"Y",1229000
"Beverly Hills","SFR",2,2,"0",1344,"N",1199000
"Beverly Hills","SFR",2,2,"0",1788,"Y",1595000
"Beverly Hills","SFR",2,2,"0",1822,"Y",1750000
"Beverly Hills","SFR",2,2,"0",2239,"Y",1699000
"Beverly Hills","SFR",2,2,"0",2274,"N",5e+06
"Beverly Hills","SFR",2,2,"2",1631,"N",1195000
"Beverly Hills","SFR",2,2.5,"0",0,"Y",2395000
"Beverly Hills","SFR",2,2.5,"0",2471,"Y",2850000
"Beverly Hills","SFR",3,1,"0",1439,"N",1995000
"Beverly Hills","SFR",3,2,"0",1660,"N",1400000
"Beverly Hills","SFR",3,2,"0",1670,"N",1349000
"Beverly Hills","SFR",3,2,"0",1690,"N",1250000
"Beverly Hills","SFR",3,2,"0",1700,"N",1295000
"Beverly Hills","SFR",3,2,"0",1768,"N",1199000
"Beverly Hills","SFR",3,2,"0",1817,"N",1590000
"Beverly Hills","SFR",3,2,"0",1818,"N",1620000
"Beverly Hills","SFR",3,2,"0",1850,"N",1525000
"Beverly Hills","SFR",3,2,"0",1895,"Y",1925000
"Beverly Hills","SFR",3,2,"0",2545,"Y",1750000
"Beverly Hills","SFR",3,2,"2",1690,"N",1250000
"Beverly Hills","SFR",3,2,"2",2121,"N",1425000
"Beverly Hills","SFR",3,2.5,"0",0,"N",1595000
"Beverly Hills","SFR",3,2.5,"0",0,"Y",1695000
"Beverly Hills","SFR",3,2.5,"0",1528,"N",1675000
"Beverly Hills","SFR",3,2.5,"0",1641,"N",1799000
"Beverly Hills","SFR",3,2.5,"0",3352,"N",1499000
"Beverly Hills","SFR",3,3,"0",0,"N",1349000
"Beverly Hills","SFR",3,3,"0",1730,"N",1199000
"Beverly Hills","SFR",3,3,"0",2134,"N",1850000
"Beverly Hills","SFR",3,3,"0",2162,"Y",1449000
"Beverly Hills","SFR",3,3,"0",2205,"N",1599999
"Beverly Hills","SFR",3,3,"0",2209,"Y",1295000
"Beverly Hills","SFR",3,3,"0",2234,"Y",2e+06
"Beverly Hills","SFR",3,3,"0",2468,"Y",2995000
"Beverly Hills","SFR",3,3,"0",2470,"Y",1749000
"Beverly Hills","SFR",3,3,"0",2560,"N",1650000
"Beverly Hills","SFR",3,3,"0",2930,"Y",2195000
"Beverly Hills","SFR",3,3,"0",3111,"Y",2595000
"Beverly Hills","SFR",3,3,"0",3192,"Y",2800000
"Beverly Hills","SFR",3,3,"0",3227,"Y",1695000
"Beverly Hills","SFR",3,3,"0",4019,"Y",1749000
"Beverly Hills","SFR",3,3,"1",2797,"N",1695000
"Beverly Hills","SFR",3,3,"2",0,"N",3295000
"Beverly Hills","SFR",3,3,"2",0,"Y",1695000
"Beverly Hills","SFR",3,3,"2",1789,"N",1395000
"Beverly Hills","SFR",3,3,"2",2428,"N",1600000
"Beverly Hills","SFR",3,3.5,"0",0,"Y",1895000
"Beverly Hills","SFR",3,3.5,"0",2736,"Y",1469900
"Beverly Hills","SFR",3,3.5,"0",2850,"Y",2095000
"Beverly Hills","SFR",3,3.5,"0",3000,"Y",2995000
"Beverly Hills","SFR",3,3.5,"0",3234,"N",2349000
"Beverly Hills","SFR",3,3.5,"0",3773,"Y",4295000
"Beverly Hills","SFR",3,3.5,"0",4169,"N",1990000
"Beverly Hills","SFR",3,4,"0",2616,"Y",1995000
"Beverly Hills","SFR",3,4.5,"0",3985,"Y",3950000
"Beverly Hills","SFR",4,2,"0",1937,"N",1595000
"Beverly Hills","SFR",4,2.75,"0",0,"N",1339000
"Beverly Hills","SFR",4,3,"0",0,"N",2895000
"Beverly Hills","SFR",4,3,"0",0,"Y",2495000
"Beverly Hills","SFR",4,3,"0",2032,"Y",1275000
"Beverly Hills","SFR",4,3,"0",2076,"N",1250000
"Beverly Hills","SFR",4,3,"0",2550,"N",1799000
"Beverly Hills","SFR",4,3,"0",2598,"N",1579000
"Beverly Hills","SFR",4,3,"0",2629,"N",2349000
"Beverly Hills","SFR",4,3,"0",3089,"N",1750000
"Beverly Hills","SFR",4,3,"0",3130,"Y",1600000
"Beverly Hills","SFR",4,3,"0",3216,"Y",2395000
"Beverly Hills","SFR",4,3,"0",3380,"N",2395000
"Beverly Hills","SFR",4,3.5,"0",0,"N",1825000
"Beverly Hills","SFR",4,3.5,"0",2450,"N",1349000
"Beverly Hills","SFR",4,3.5,"0",2512,"Y",2295000
"Beverly Hills","SFR",4,3.5,"0",2833,"Y",1795000
"Beverly Hills","SFR",4,3.5,"0",3238,"Y",2400000
"Beverly Hills","SFR",4,3.5,"0",3730,"Y",5500000
"Beverly Hills","SFR",4,3.5,"0",4000,"Y",4999000
"Beverly Hills","SFR",4,3.5,"0",4840,"Y",4795000
"Beverly Hills","SFR",4,3.5,"0",5011,"Y",3950000
"Beverly Hills","SFR",4,4,"0",0,"Y",1849000
"Beverly Hills","SFR",4,4,"0",2472,"Y",3895000
"Beverly Hills","SFR",4,4,"0",2642,"N",1825000
"Beverly Hills","SFR",4,4,"0",2848,"Y",1949000
"Beverly Hills","SFR",4,4,"0",3000,"N",2695000
"Beverly Hills","SFR",4,4,"0",3053,"N",1495000
"Beverly Hills","SFR",4,4,"0",3060,"Y",2995000
"Beverly Hills","SFR",4,4,"0",3254,"Y",3200000
"Beverly Hills","SFR",4,4,"0",3321,"N",2395000
"Beverly Hills","SFR",4,4,"0",3584,"N",1679000
"Beverly Hills","SFR",4,4,"0",3701,"Y",2595000
"Beverly Hills","SFR",4,4,"2",3577,"Y",2775000
"Beverly Hills","SFR",4,4,"2",3938,"N",4500000
"Beverly Hills","SFR",4,4,"3",3039,"N",1750000
"Beverly Hills","SFR",4,4,"3",3598,"N",3500000
"Beverly Hills","SFR",4,4.25,"0",0,"Y",5750000
"Beverly Hills","SFR",4,4.5,"0",2661,"N",1899000
"Beverly Hills","SFR",4,4.5,"0",2773,"N",2050000
"Beverly Hills","SFR",4,4.5,"0",3375,"N",3795000
"Beverly Hills","SFR",4,4.5,"0",3602,"Y",2895000
"Beverly Hills","SFR",4,4.5,"0",4033,"N",1322343
"Beverly Hills","SFR",4,4.5,"0",4200,"N",1890000
"Beverly Hills","SFR",4,4.5,"0",4449,"N",5495000
"Beverly Hills","SFR",4,4.5,"0",5316,"Y",2995000
"Beverly Hills","SFR",4,4.5,"0",5868,"Y",7995000
"Beverly Hills","SFR",4,5,"0",0,"N",5750000
"Beverly Hills","SFR",4,5,"0",0,"Y",7300000
"Beverly Hills","SFR",4,5,"0",3265,"N",2499000
"Beverly Hills","SFR",4,5,"0",3297,"N",2899000
"Beverly Hills","SFR",4,5,"0",3330,"Y",1995000
"Beverly Hills","SFR",4,5,"0",4238,"Y",4295000
"Beverly Hills","SFR",4,5,"0",5500,"Y",8395000
"Beverly Hills","SFR",4,5,"0",6230,"N",1750000
"Beverly Hills","SFR",4,5,"0",7187,"Y",1.6e+07
"Beverly Hills","SFR",4,5,"2",1789,"N",1800000
"Beverly Hills","SFR",4,5,"2",3773,"N",2195000
"Beverly Hills","SFR",4,5,"2",5354,"N",3850000
"Beverly Hills","SFR",4,5,"2",5450,"Y",3195000
"Beverly Hills","SFR",4,5.5,"0",0,"N",7500000
"Beverly Hills","SFR",4,5.5,"0",4043,"N",1459000
"Beverly Hills","SFR",4,5.5,"0",4897,"Y",1995000
"Beverly Hills","SFR",4,5.5,"0",5074,"Y",2999000
"Beverly Hills","SFR",4,6,"0",5873,"N",3975000
"Beverly Hills","SFR",4,6,"0",7000,"Y",4800000
"Beverly Hills","SFR",4,6,"0",8000,"Y",7800000
"Beverly Hills","SFR",4,6.5,"3",6416,"Y",5595000
"Beverly Hills","SFR",4,7,"0",6350,"Y",8700000
"Beverly Hills","SFR",5,3.5,"0",0,"Y",2695000
"Beverly Hills","SFR",5,4,"0",2950,"Y",1649000
"Beverly Hills","SFR",5,4,"0",3003,"Y",2999000
"Beverly Hills","SFR",5,4,"0",3119,"N",1999000
"Beverly Hills","SFR",5,4,"0",3892,"Y",2495000
"Beverly Hills","SFR",5,4,"0",4032,"Y",5400000
"Beverly Hills","SFR",5,4,"2",4584,"N",1988000
"Beverly Hills","SFR",5,4,"3",4446,"Y",2695000
"Beverly Hills","SFR",5,4.5,"0",0,"N",3950000
"Beverly Hills","SFR",5,4.5,"0",3497,"Y",1349000
"Beverly Hills","SFR",5,4.5,"0",3569,"N",2695000
"Beverly Hills","SFR",5,4.5,"0",3800,"Y",1999000
"Beverly Hills","SFR",5,4.5,"0",4000,"Y",3995000
"Beverly Hills","SFR",5,4.5,"0",4718,"N",2495000
"Beverly Hills","SFR",5,4.5,"2",4000,"N",4250000
"Beverly Hills","SFR",5,5,"0",3934,"Y",3995000
"Beverly Hills","SFR",5,5,"0",4016,"N",2695000
"Beverly Hills","SFR",5,5,"0",5831,"N",1995000
"Beverly Hills","SFR",5,5,"3",2810,"N",4199000
"Beverly Hills","SFR",5,5.5,"0",0,"N",2699000
"Beverly Hills","SFR",5,5.5,"0",0,"Y",3595000
"Beverly Hills","SFR",5,5.5,"0",3100,"Y",3695000
"Beverly Hills","SFR",5,5.5,"0",3556,"Y",2495000
"Beverly Hills","SFR",5,5.5,"0",3642,"Y",2250000
"Beverly Hills","SFR",5,5.5,"0",3912,"N",2775000
"Beverly Hills","SFR",5,5.5,"0",4532,"Y",3395000
"Beverly Hills","SFR",5,5.5,"0",5183,"N",2875000
"Beverly Hills","SFR",5,5.5,"0",5600,"Y",3950000
"Beverly Hills","SFR",5,5.5,"0",7224,"Y",9e+06
"Beverly Hills","SFR",5,5.5,"0",7234,"N",4925000
"Beverly Hills","SFR",5,6,"0",0,"N",8750000
"Beverly Hills","SFR",5,6,"0",3764,"Y",3395000
"Beverly Hills","SFR",5,6,"0",5458,"Y",3349000
"Beverly Hills","SFR",5,6,"0",6083,"Y",9850000
"Beverly Hills","SFR",5,6,"0",6138,"Y",6899000
"Beverly Hills","SFR",5,6,"0",6300,"Y",1e+07
"Beverly Hills","SFR",5,6,"0",6758,"Y",4995000
"Beverly Hills","SFR",5,6,"3",5292,"Y",4100000
"Beverly Hills","SFR",5,6.5,"0",0,"Y",7650000
"Beverly Hills","SFR",5,6.5,"0",5000,"Y",2995000
"Beverly Hills","SFR",5,6.5,"0",6350,"Y",7950000
"Beverly Hills","SFR",5,6.5,"0",6917,"Y",4750000
"Beverly Hills","SFR",5,6.5,"0",8662,"Y",4949000
"Beverly Hills","SFR",5,6.5,"3",6682,"N",4200000
"Beverly Hills","SFR",5,6.75,"0",5721,"Y",8400000
"Beverly Hills","SFR",5,7,"0",4097,"Y",2799000
"Beverly Hills","SFR",5,7,"0",5234,"Y",3495000
"Beverly Hills","SFR",5,7,"0",6300,"N",6995000
"Beverly Hills","SFR",5,7,"0",7500,"Y",7995000
"Beverly Hills","SFR",5,7,"0",7989,"Y",8495000
"Beverly Hills","SFR",5,7,"0",9000,"Y",11900000
"Beverly Hills","SFR",5,7,"0",9000,"Y",11900000
"Beverly Hills","SFR",5,7,"0",9163,"Y",9799000
"Beverly Hills","SFR",5,7,"2",6598,"Y",3500000
"Beverly Hills","SFR",5,8,"0",0,"Y",9800000
"Beverly Hills","SFR",5,8,"0",11000,"Y",8795000
"Beverly Hills","SFR",5,8,"0",14609,"Y",21500000
"Beverly Hills","SFR",5,8,"4+",9243,"N",1e+07
"Beverly Hills","SFR",6,3.75,"0",3314,"Y",1249000
"Beverly Hills","SFR",6,5,"0",5367,"Y",6499000
"Beverly Hills","SFR",6,5,"0",6500,"Y",7995000
"Beverly Hills","SFR",6,5.5,"0",0,"Y",7800000
"Beverly Hills","SFR",6,5.5,"0",11000,"Y",6995000
"Beverly Hills","SFR",6,6,"0",4242,"Y",2600000
"Beverly Hills","SFR",6,6.5,"0",7256,"Y",7995000
"Beverly Hills","SFR",6,6.5,"0",7577,"N",6895000
"Beverly Hills","SFR",6,6.5,"0",8679,"Y",7990000
"Beverly Hills","SFR",6,7,"0",5004,"Y",2450000
"Beverly Hills","SFR",6,7,"0",7493,"Y",6650000
"Beverly Hills","SFR",6,7.5,"0",5000,"Y",4795000
"Beverly Hills","SFR",6,7.5,"0",10020,"N",5495000
"Beverly Hills","SFR",6,7.5,"0",10500,"Y",10800000
"Beverly Hills","SFR",6,7.5,"0",11000,"Y",16995000
"Beverly Hills","SFR",6,7.5,"0",11000,"Y",16995000
"Beverly Hills","SFR",6,8,"0",7311,"Y",5495000
"Beverly Hills","SFR",6,8,"0",8000,"Y",4395000
"Beverly Hills","SFR",6,8.5,"2",4555,"Y",5995000
"Beverly Hills","SFR",6,9,"0",7500,"N",12750000
"Beverly Hills","SFR",6,9,"0",7624,"Y",12750000
"Beverly Hills","SFR",6,11,"0",16217,"N",2.1e+07
"Beverly Hills","SFR",6,12,"0",0,"N",26900000
"Beverly Hills","SFR",7,7,"0",7057,"Y",4695000
"Beverly Hills","SFR",7,7,"0",13638,"Y",19995000
"Beverly Hills","SFR",7,7.5,"0",7413,"Y",11995000
"Beverly Hills","SFR",7,7.5,"0",8000,"Y",5950000
"Beverly Hills","SFR",7,7.5,"0",10138,"Y",11995000
"Beverly Hills","SFR",7,8.5,"3",7950,"Y",4950000
"Beverly Hills","SFR",7,9,"0",0,"Y",2.8e+07
"Beverly Hills","SFR",7,9.5,"0",13900,"Y",15900000
"Beverly Hills","SFR",7,11,"0",9955,"Y",5499000
"Beverly Hills","SFR",8,9.5,"0",11531,"Y",12950000
"Beverly Hills","SFR",8,11,"0",13000,"N",24500000
"Beverly Hills","SFR",8,11,"0",13000,"Y",24500000
"Beverly Hills","SFR",8,12,"0",17000,"Y",19500000
"Beverly Hills","SFR",9,9,"0",12000,"Y",10995000
"Beverly Hills","SFR",9,9,"0",15000,"Y",1.4e+07
"Beverly Hills","SFR",10,14,"0",28000,"N",89950000
"Beverly Hills","SFR",12,15,"0",0,"Y",7850000
"Beverly Hills","SFR",12,21,"0",22798,"Y",3.5e+07
"Beverly Hills","SFR",17,30,"0",25243,"Y",6e+07
"Santa Monica",NA,1,1,"2",868,"N",649000
"Santa Monica",NA,1,1,NA,906,"N",874000
"Santa Monica",NA,2,2,NA,1235,"N",1700000
"Santa Monica","Condo/Twh",0,1,NA,443,"N",445000
"Santa Monica","Condo/Twh",1,1,"1",0,"N",599000
"Santa Monica","Condo/Twh",1,1,"1",800,"N",499000
"Santa Monica","Condo/Twh",1,1,NA,427,"N",320000
"Santa Monica","Condo/Twh",1,1,NA,504,"N",359000
"Santa Monica","Condo/Twh",1,1,NA,515,"N",368000
"Santa Monica","Condo/Twh",1,1,NA,521,"N",342253
"Santa Monica","Condo/Twh",1,1,NA,544,"N",372800
"Santa Monica","Condo/Twh",1,1,NA,556,"N",380000
"Santa Monica","Condo/Twh",1,1,NA,570,"N",499000
"Santa Monica","Condo/Twh",1,1,NA,574,"N",395000
"Santa Monica","Condo/Twh",1,1,NA,576,"N",599000
"Santa Monica","Condo/Twh",1,1,NA,598,"N",349000
"Santa Monica","Condo/Twh",1,1,NA,618,"N",224900
"Santa Monica","Condo/Twh",1,1,NA,620,"N",475000
"Santa Monica","Condo/Twh",1,1,NA,621,"N",539000
"Santa Monica","Condo/Twh",1,1,NA,640,"N",429000
"Santa Monica","Condo/Twh",1,1,NA,650,"N",275000
"Santa Monica","Condo/Twh",1,1,NA,663,"N",448000
"Santa Monica","Condo/Twh",1,1,NA,665,"N",448000
"Santa Monica","Condo/Twh",1,1,NA,665,"N",448000
"Santa Monica","Condo/Twh",1,1,NA,665,"N",478000
"Santa Monica","Condo/Twh",1,1,NA,678,"N",495000
"Santa Monica","Condo/Twh",1,1,NA,679,"N",439000
"Santa Monica","Condo/Twh",1,1,NA,693,"N",498000
"Santa Monica","Condo/Twh",1,1,NA,758,"N",475000
"Santa Monica","Condo/Twh",1,1,NA,868,"N",450000
"Santa Monica","Condo/Twh",1,1,NA,955,"N",449900
"Santa Monica","Condo/Twh",1,1,NA,997,"N",435000
"Santa Monica","Condo/Twh",1,1.5,NA,1610,"N",1049000
"Santa Monica","Condo/Twh",2,1,NA,772,"N",629000
"Santa Monica","Condo/Twh",2,1,NA,783,"N",275000
"Santa Monica","Condo/Twh",2,1,NA,842,"N",542000
"Santa Monica","Condo/Twh",2,1,NA,940,"N",489000
"Santa Monica","Condo/Twh",2,1,NA,945,"N",519000
"Santa Monica","Condo/Twh",2,1,NA,1057,"N",580000
"Santa Monica","Condo/Twh",2,1,NA,1072,"N",599000
"Santa Monica","Condo/Twh",2,1.5,NA,932,"N",525000
"Santa Monica","Condo/Twh",2,1.5,NA,955,"N",359000
"Santa Monica","Condo/Twh",2,1.5,NA,1000,"N",619000
"Santa Monica","Condo/Twh",2,1.75,"2",0,"N",699000
"Santa Monica","Condo/Twh",2,1.75,NA,0,"N",657000
"Santa Monica","Condo/Twh",2,1.75,NA,1037,"N",574000
"Santa Monica","Condo/Twh",2,1.75,NA,1262,"N",799000
"Santa Monica","Condo/Twh",2,1.75,NA,1265,"N",674000
"Santa Monica","Condo/Twh",2,2,"2",955,"N",319900
"Santa Monica","Condo/Twh",2,2,"2",989,"N",665000
"Santa Monica","Condo/Twh",2,2,"2",1014,"N",279900
"Santa Monica","Condo/Twh",2,2,"2",1050,"N",999000
"Santa Monica","Condo/Twh",2,2,"2",1285,"N",799000
"Santa Monica","Condo/Twh",2,2,"2",1337,"N",680000
"Santa Monica","Condo/Twh",2,2,"2",1437,"N",650000
"Santa Monica","Condo/Twh",2,2,"2",1750,"N",650000
"Santa Monica","Condo/Twh",2,2,NA,0,"N",779000
"Santa Monica","Condo/Twh",2,2,NA,0,"N",1095000
"Santa Monica","Condo/Twh",2,2,NA,0,"N",1323000
"Santa Monica","Condo/Twh",2,2,NA,804,"N",699000
"Santa Monica","Condo/Twh",2,2,NA,906,"N",559000
"Santa Monica","Condo/Twh",2,2,NA,924,"N",459900
"Santa Monica","Condo/Twh",2,2,NA,934,"N",520000
"Santa Monica","Condo/Twh",2,2,NA,953,"N",364900
"Santa Monica","Condo/Twh",2,2,NA,1013,"N",615000
"Santa Monica","Condo/Twh",2,2,NA,1019,"N",539000
"Santa Monica","Condo/Twh",2,2,NA,1019,"N",588000
"Santa Monica","Condo/Twh",2,2,NA,1072,"N",599000
"Santa Monica","Condo/Twh",2,2,NA,1257,"N",575000
"Santa Monica","Condo/Twh",2,2,NA,1305,"N",849000
"Santa Monica","Condo/Twh",2,2,NA,1396,"N",1698000
"Santa Monica","Condo/Twh",2,2,NA,1446,"N",759000
"Santa Monica","Condo/Twh",2,2,NA,1490,"N",1580000
"Santa Monica","Condo/Twh",2,2,NA,1541,"N",1895000
"Santa Monica","Condo/Twh",2,2,NA,1605,"N",749000
"Santa Monica","Condo/Twh",2,2.5,"2",1390,"N",815000
"Santa Monica","Condo/Twh",2,2.5,"2",1469,"N",845000
"Santa Monica","Condo/Twh",2,2.5,"2",1740,"N",898000
"Santa Monica","Condo/Twh",2,2.5,"2",1777,"N",1295000
"Santa Monica","Condo/Twh",2,2.5,NA,0,"N",809000
"Santa Monica","Condo/Twh",2,2.5,NA,0,"N",1095000
"Santa Monica","Condo/Twh",2,2.5,NA,1187,"N",599000
"Santa Monica","Condo/Twh",2,2.5,NA,1252,"N",699000
"Santa Monica","Condo/Twh",2,2.5,NA,1283,"N",599000
"Santa Monica","Condo/Twh",2,2.5,NA,1315,"N",689000
"Santa Monica","Condo/Twh",2,2.5,NA,1400,"N",819000
"Santa Monica","Condo/Twh",2,2.5,NA,1400,"N",899000
"Santa Monica","Condo/Twh",2,2.5,NA,1401,"N",489000
"Santa Monica","Condo/Twh",2,2.5,NA,1550,"N",869000
